sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_1	PO1f_Cas9_2	PO1f_Cas9_3
29554	YALI1_E25675g	62	127	293	130	13	66
42041	YALI1_E39886g	124	135	208	63	10	80
6922	YALI1_F13691g	174	129	336	31	1	59
30043	YALI1_E37574g	168	226	487	134	22	141
43162	YALI1_F27304g	134	128	187	4	2	9
19790	YALI1_F37929g	152	122	270	41	3	14
16981	YALI1_E09155g	61	28	100	62	5	2
16666	YALI1_E01105g	77	179	516	0	1	0
17000	YALI1_E09705g	91	167	209	36	4	7
18508	YALI1_F05876g	175	1161	658	89	7	97
28699	YALI1_E04349g	177	390	698	505	30	235
6372	YALI1_E40754g	46	95	63	0	0	0
15019	YALI1_C26616g	296	189	686	290	29	97
15370	YALI1_D02611g	210	357	684	239	15	100
30594	YALI1_F10786g	97	261	683	9	4	9
45781	YALI1_E35410g	166	385	206	66	2	0
11064	YALI1_C29762g	159	266	211	107	5	57
41146	YALI1_E18411g	86	181	177	0	0	0
42281	YALI1_F04920g	175	263	518	825	52	163
20374	YALI1_D31155g	70	41	126	3	1	5
3637	YALI1_D07335g	36	138	47	25	1	18
26434	YALI1_C13500g	241	174	561	411	14	80
33712	YALI1_B27485g	114	219	215	1	0	2
23947	YALI1_A00746g	62	84	283	326	6	91
23759	YALI1_F38882g	224	424	474	0	2	5
41361	YALI1_E23578g	280	426	689	53	13	48
32118	YALI1_A08502g	51	29	146	96	22	91
1342	YALI1_B08134g	155	354	431	61	7	62
15322	YALI1_D01431g	14	8	0	0	0	0
2062	YALI1_B27615g	69	76	211	154	4	36
32427	YALI1_A16392g	486	393	778	230	8	21
21925	YALI1_E34205g	93	63	147	11	2	8
42480	YALI1_F10385g	47	133	64	207	16	102
9400	YALI1_B13915g	259	174	206	0	0	7
376	YALI1_A06402g	116	242	614	428	33	121
13334	YALI1_B10552g	58	131	235	19	3	20
38592	YALI1_C19872g	154	138	211	181	10	70
10360	YALI1_C09467g	323	259	199	0	0	0
32981	YALI1_B07696g	63	68	72	0	0	0
37377	YALI1_B17285g	114	191	358	46	3	33
18516	YALI1_F06018g	64	93	170	433	41	130
17689	YALI1_E26592g	243	338	598	306	27	128
42185	YALI1_F02403g	214	162	75	98	10	72
14087	YALI1_C00422g	104	157	172	82	9	3
44730	YALI1_E09750g	113	66	185	0	2	10
22699	YALI1_F12616g	163	139	135	66	1	40
14193	YALI1_C03596g	240	658	580	347	15	105
6115	YALI1_E34621g	160	95	222	29	0	0
9790	YALI1_B23966g	100	203	353	40	11	19
16642	YALI1_E00527g	350	304	477	192	6	55
4258	YALI1_D23142g	257	335	641	121	17	56
30862	YALI1_F16717g	170	421	754	47	4	19
18667	YALI1_F10150g	179	274	440	751	49	206
19782	YALI1_F37770g	107	345	567	534	66	296
29733	YALI1_E29900g	139	139	672	77	5	51
14756	YALI1_C18892g	73	55	96	0	0	0
44246	YALI1_D33321g	104	38	20	0	0	0
12601	YALI1_A14703g	116	323	366	619	37	153
38493	YALI1_C17453g	186	196	339	86	6	7
26439	YALI1_C13565g	46	96	192	345	23	91
12681	YALI1_A16618g	116	105	359	61	10	24
5563	YALI1_E21256g	202	298	522	107	22	93
8740	YALI1_A19220g	78	263	266	41	6	25
3235	YALI1_C30310g	209	225	210	65	3	61
35461	YALI1_D11437g	307	109	246	37	3	16
8273	YALI1_A07349g	232	358	923	97	17	80
28802	YALI1_E06737g	120	130	210	143	9	54
30256	YALI1_F01532g	233	109	223	112	26	47
21513	YALI1_E24149g	148	67	74	0	0	4
26520	YALI1_C15610g	95	215	469	105	13	25
41730	YALI1_E32396g	205	486	623	67	1	18
6295	YALI1_E38706g	194	235	349	25	0	10
37330	YALI1_B15905g	72	205	66	69	2	39
38922	YALI1_C29968g	45	113	218	35	2	19
24745	YALI1_A20760g	34	108	173	153	20	89
20648	YALI1_E02413g	126	172	663	30	6	21
14707	YALI1_C17800g	131	64	0	62	0	0
24720	YALI1_A20131g	175	293	477	56	10	34
13953	YALI1_B27404g	89	70	190	0	0	5
20997	YALI1_E11768g	92	212	385	94	7	31
4218	YALI1_D22044g	91	139	522	228	8	44
21796	YALI1_E31000g	350	163	517	251	11	108
10652	YALI1_C17609g	171	199	457	11	0	23
17751	YALI1_E27930g	99	164	392	145	12	119
39654	YALI1_D14986g	170	269	478	184	5	36
4511	YALI1_D30161g	90	194	402	125	12	46
26299	YALI1_C09230g	211	169	716	9	2	27
47428	YALI1_F35656g	49	40	54	3	0	6
11489	YALI1_D07310g	139	158	339	79	7	44
43150	YALI1_F26957g	160	432	713	1009	49	261
25326	YALI1_B13179g	453	1030	1508	37	3	30
45892	YALI1_E38034g	161	316	227	2	2	3
352	YALI1_A05904g	84	52	158	145	36	134
30737	YALI1_F14160g	202	508	407	556	55	264
36029	YALI1_A05259g	121	331	981	21	6	34
9061	YALI1_B04753g	324	365	998	1	1	1
38613	YALI1_C20270g	141	361	123	8	1	20
37057	YALI1_B08461g	117	404	377	6	2	25
8744	YALI1_A19428g	69	116	224	165	31	69
40868	YALI1_E11587g	248	170	606	157	9	49
21077	YALI1_E13818g	102	79	88	0	0	3
13474	YALI1_B14600g	276	327	216	339	27	77
3048	YALI1_C24806g	279	615	1004	165	15	8
12159	YALI1_A03579g	175	245	651	140	11	40
45334	YALI1_E24532g	276	370	545	199	16	57
32504	YALI1_A18286g	108	138	246	40	0	8
7995	YALI1_A00601g	223	184	164	18	0	9
10486	YALI1_C13500g	255	146	500	54	4	48
11231	YALI1_D00376g	207	135	563	33	1	9
33909	YALI1_C02391g	60	109	189	354	19	186
46580	YALI1_F14443g	194	72	266	196	23	118
30221	YALI1_F00366g	189	157	352	19	3	12
28629	YALI1_E02525g	122	131	164	92	0	16
45478	YALI1_E27880g	227	232	404	0	0	0
16535	YALI1_D33835g	58	80	204	0	0	0
31330	YALI1_F29078g	429	246	615	698	63	373
29770	YALI1_E31000g	238	254	391	776	53	251
11485	YALI1_D07257g	145	311	193	254	21	36
32393	YALI1_A15544g	177	296	495	216	11	122
29870	YALI1_E33400g	229	149	499	171	5	29
29387	YALI1_E21786g	44	37	81	54	3	1
40485	YALI1_E01589g	225	437	440	272	19	106
15047	YALI1_C28063g	113	200	693	18	1	1
2956	YALI1_C21755g	104	104	303	460	28	117
18037	YALI1_E35067g	113	287	310	51	2	74
33124	YALI1_B11607g	155	499	758	55	8	17
35405	YALI1_D10067g	267	379	312	1	0	0
43634	YALI1_F38882g	245	673	842	727	47	301
31810	YALI1_A01061g	25	126	42	57	6	23
44242	YALI1_D33229g	124	186	418	170	23	35
3289	YALI1_C31793g	128	247	424	38	7	39
36617	YALI1_A20063g	278	392	720	268	9	29
833	YALI1_A17876t	7	80	193	0	0	0
19497	YALI1_F30903g	65	39	24	0	0	4
29963	YALI1_E35652g	84	199	353	40	2	13
2677	YALI1_C14725g	228	336	442	140	5	54
44655	YALI1_E07508g	266	240	474	0	0	10
24033	YALI1_A03029g	112	239	169	121	11	50
29083	YALI1_E14535g	40	54	8	1	2	8
33300	YALI1_B16375g	275	621	666	59	6	10
21957	YALI1_E34933g	32	110	470	0	0	0
28857	YALI1_E08351g	80	25	196	67	7	43
22945	YALI1_F17962g	208	194	457	10	1	8
44746	YALI1_E10210g	152	269	491	14	3	12
37143	YALI1_B10773g	455	730	615	2525	101	440
9717	YALI1_B22060g	146	205	555	0	1	0
44940	YALI1_E15256g	135	184	357	644	58	284
4763	YALI1_E01057g	101	91	91	170	7	41
29447	YALI1_E23292g	111	99	403	29	4	13
6239	YALI1_E37484g	130	177	89	590	34	142
6873	YALI1_F12649g	280	289	520	67	10	50
23356	YALI1_F29078g	278	294	531	155	8	13
5962	YALI1_E30849g	173	367	215	21	12	31
1145	YALI1_B02931g	70	53	47	0	0	0
27757	YALI1_D15149g	136	304	450	97	2	65
9449	YALI1_B15109g	90	45	111	5	0	0
9422	YALI1_B14492g	66	67	50	100	8	33
21643	YALI1_E27243g	172	388	460	49	4	35
26128	YALI1_C04490g	189	251	290	34	8	5
37653	YALI1_B24351g	218	227	300	356	21	77
47355	YALI1_F33881g	93	209	34	188	8	27
24187	YALI1_A06612g	161	36	256	65	3	16
47044	YALI1_F25984g	98	219	330	232	16	93
24935	YALI1_B02672g	101	178	237	477	17	48
26647	YALI1_C18730g	71	168	209	35	2	4
30833	YALI1_F16180g	391	300	669	96	11	82
31185	YALI1_F25254g	63	189	538	0	1	0
12855	YALI1_A21000g	262	545	689	305	43	182
24597	YALI1_A16938g	270	378	525	164	9	52
4977	YALI1_E06178g	89	185	258	66	3	9
46945	YALI1_F23551g	61	83	114	50	0	13
17875	YALI1_E31131g	89	314	388	5	4	35
25180	YALI1_B09025g	95	95	367	0	0	0
29429	YALI1_E22840g	299	243	271	153	6	86
43732	YALI1_D18770g	663	363	398	266	21	109
16779	YALI1_E03877g	101	41	451	38	0	39
22397	YALI1_F04655g	118	41	25	34	2	22
33055	YALI1_B09476g	219	178	174	121	11	53
34073	YALI1_C06973g	86	32	338	45	5	18
24470	YALI1_A14079g	148	85	212	16	0	0
2325	YALI1_C04436g	194	204	939	1	3	0
10838	YALI1_C23040g	113	317	178	0	1	1
18751	YALI1_F12080g	80	36	107	204	15	104
24231	YALI1_A07575g	367	809	1730	175	13	41
696	YALI1_A14596g	116	177	296	72	1	14
21137	YALI1_E15229g	129	189	372	73	5	86
21379	YALI1_E21020g	103	78	1	4	6	6
30984	YALI1_F19853g	107	144	309	182	20	87
27016	YALI1_C29902g	171	163	362	113	6	76
39936	YALI1_D22401g	326	221	242	538	35	213
15612	YALI1_D09203g	72	16	243	13	0	1
31699	YALI1_F38140g	159	237	779	445	29	107
31823	YALI1_A01298g	143	131	520	376	30	157
32290	YALI1_A13200g	227	126	437	91	2	9
9028	YALI1_B03910g	292	181	449	661	65	353
192	YALI1_A02022g	121	480	52	85	5	92
37468	YALI1_B19602g	168	170	424	101	11	17
29333	YALI1_E20596g	136	303	577	354	14	47
41252	YALI1_E20984g	341	503	618	273	22	119
21123	YALI1_E14856g	106	129	75	42	8	41
12713	YALI1_A17383g	170	232	294	90	16	52
34092	YALI1_C07451g	138	57	331	269	32	191
26046	YALI1_C02117g	114	29	182	61	16	9
39812	YALI1_D19018g	135	324	388	163	2	18
1930	YALI1_B23798g	69	306	413	6	1	2
17531	YALI1_E22884g	229	206	747	72	2	43
330	YALI1_A05366g	259	331	775	129	6	69
7916	YALI1_F38551g	137	139	133	62	13	32
29340	YALI1_E20729g	122	252	327	71	6	73
41777	YALI1_E33570g	151	196	241	60	2	49
34319	YALI1_C14249g	147	437	380	107	8	85
4365	YALI1_D26006g	233	217	257	42	3	31
2610	YALI1_C12883g	66	87	275	57	1	28
42751	YALI1_F16451g	154	353	764	1629	38	277
10989	YALI1_C27073g	114	99	139	151	10	61
40503	YALI1_E02007g	195	285	258	4	0	6
4505	YALI1_D29951g	143	447	547	167	20	107
6148	YALI1_E35329g	407	304	685	25	3	2
3311	YALI1_C32352g	40	105	189	77	1	16
12085	YALI1_A01794g	39	18	26	0	0	0
23484	YALI1_F32387g	451	930	672	0	1	4
2423	YALI1_C07109g	134	89	172	218	5	62
7144	YALI1_F18943g	103	113	232	7	11	12
6362	YALI1_E40502g	189	247	238	236	34	56
5838	YALI1_E27756g	145	400	811	124	4	93
19298	YALI1_F25614g	230	325	766	117	12	62
10253	YALI1_C06459g	94	242	321	36	9	33
16130	YALI1_D22313g	80	170	665	48	2	31
7529	YALI1_F29127g	189	418	257	46	11	13
20605	YALI1_E01422g	137	3	62	22	1	4
323	YALI1_A05220g	27	124	0	105	3	18
20142	YALI1_D24718g	62	16	203	0	0	0
5728	YALI1_E25132g	356	494	926	493	16	118
24365	YALI1_A11231g	233	109	89	300	25	152
35643	YALI1_D15963g	21	134	218	0	0	0
3089	YALI1_C25829g	172	572	449	11	0	23
14611	YALI1_C15465g	111	0	28	3	3	10
25230	YALI1_B10424g	133	335	712	502	28	123
46336	YALI1_F08603g	69	73	185	6	3	22
22566	YALI1_F09433g	155	184	751	462	15	54
26080	YALI1_C03272g	44	166	49	44	0	1
45980	YALI1_E40251g	198	290	368	128	16	86
43318	YALI1_F31482g	121	249	516	82	16	57
45039	YALI1_E17594g	275	222	245	16	0	2
45836	YALI1_E36692g	139	228	335	77	11	20
10685	YALI1_C18431g	73	205	378	335	19	191
30878	YALI1_F17087g	180	361	528	96	5	55
8757	YALI1_A19759g	80	36	57	29	1	16
34607	YALI1_C21639g	286	408	623	266	13	108
24846	YALI1_B00539g	124	195	346	131	6	65
35654	YALI1_D16166g	267	386	494	78	5	44
25651	YALI1_B21737g	196	297	612	134	13	41
789	YALI1_A16826g	98	151	105	35	5	53
45558	YALI1_E29827g	336	153	378	276	26	99
23338	YALI1_F28550g	17	16	9	73	11	24
2888	YALI1_C19866g	156	307	468	2	1	1
4706	YALI1_D35635g	123	80	128	8	0	2
4274	YALI1_D23622g	134	197	403	99	8	35
40665	YALI1_E05929g	97	266	293	0	1	0
12198	YALI1_A04653g	158	208	482	560	41	176
23705	YALI1_F37694g	71	58	73	45	3	64
11839	YALI1_D15937g	328	487	569	106	1	6
47459	YALI1_F36415g	98	240	383	10	7	19
34449	YALI1_C17519g	40	101	101	154	0	14
45365	YALI1_E25364g	86	85	212	38	4	9
24686	YALI1_A19195g	131	92	608	174	14	69
5452	YALI1_E18802g	73	187	33	315	27	162
7921	YALI1_F38680g	114	196	240	114	6	93
32938	YALI1_B06607g	151	288	227	498	63	226
12195	YALI1_A04561g	188	243	518	477	24	166
26132	YALI1_C04570g	96	177	126	31	7	38
3126	YALI1_C26837g	135	310	326	52	6	28
3736	YALI1_D09790g	257	276	724	3	1	11
41913	YALI1_E36805g	90	150	64	14	1	0
36637	YALI1_A20453g	182	209	271	175	18	98
26709	YALI1_C20198g	257	262	531	83	11	95
19844	YALI1_F39108g	32	0	98	0	0	0
39605	YALI1_D13788g	144	143	324	19	6	26
13368	YALI1_B11593g	194	79	211	10	1	3
10005	YALI1_B30024g	131	300	189	116	13	59
43335	YALI1_F31854g	192	387	181	11	0	2
23015	YALI1_F20059g	253	282	436	155	10	23
43801	YALI1_D20931g	185	89	492	316	20	89
42214	YALI1_F03269g	314	366	476	411	28	159
6212	YALI1_E36847g	160	103	293	103	10	68
4263	YALI1_D23265g	75	65	127	167	29	40
32746	YALI1_B01711g	44	163	517	28	2	11
11214	YALI1_C33513g	204	314	363	720	58	276
27412	YALI1_D06700g	147	266	160	403	38	175
3368	YALI1_D00173g	110	147	138	634	28	285
45824	YALI1_E36404g	339	534	554	0	0	1
4371	YALI1_D26084g	176	631	593	182	19	121
31053	YALI1_F21778g	487	755	841	177	14	81
24954	YALI1_B03168g	179	192	143	143	6	97
43326	YALI1_F31687g	210	207	324	420	8	83
38476	YALI1_C17091g	225	301	503	62	6	63
32125	YALI1_A08672g	205	490	604	29	8	25
28295	YALI1_D29626g	166	232	321	92	8	32
10557	YALI1_C15377g	129	272	173	74	9	38
27680	YALI1_D13108g	154	365	528	322	36	135
9150	YALI1_B06847g	95	366	691	87	10	41
11053	YALI1_C29506g	175	163	591	48	9	60
17487	YALI1_E21799g	341	513	227	179	5	53
42914	YALI1_F20742g	172	141	322	519	19	151
43901	YALI1_D23561g	219	384	464	109	5	4
31538	YALI1_F34105g	58	58	96	3	0	0
13759	YALI1_B21946g	156	380	1010	978	121	434
6393	YALI1_E41360g	135	383	677	661	19	274
11655	YALI1_D11354g	25	336	123	46	23	43
10354	YALI1_C09308g	162	195	427	473	22	109
34532	YALI1_C19464g	83	183	325	64	5	88
33244	YALI1_B14959g	101	90	206	76	8	34
10168	YALI1_C04126g	289	240	440	89	4	22
33833	YALI1_C00177g	299	184	823	300	92	88
1808	YALI1_B20730g	90	118	112	294	30	120
18316	YALI1_F00261g	120	125	180	106	11	42
45747	YALI1_E34686g	366	290	711	163	4	50
22035	YALI1_E36758g	27	51	60	10	3	14
9279	YALI1_B10263g	110	174	123	72	9	13
35103	YALI1_D02063g	152	81	265	70	3	5
13160	YALI1_B05984g	135	174	277	91	4	8
34019	YALI1_C05562g	108	257	732	233	44	153
4464	YALI1_D28646g	145	126	60	27	0	33
11408	YALI1_D05070g	140	544	497	216	12	143
43249	YALI1_F29640g	214	296	291	847	71	298
20500	YALI1_D34758g	158	60	122	0	0	0
2077	YALI1_B28017g	51	93	70	23	1	3
38218	YALI1_C09750g	183	149	376	240	10	77
37488	YALI1_B20188g	168	325	571	8	0	0
41347	YALI1_E23280g	129	44	396	168	16	76
20595	YALI1_E01159g	53	507	106	0	0	0
38429	YALI1_C15832g	289	183	416	131	13	38
36763	YALI1_B01014g	73	159	166	6	0	0
41385	YALI1_E24113g	242	253	496	84	5	48
5076	YALI1_E08997g	55	79	128	125	10	27
5289	YALI1_E14709g	519	741	767	44	10	39
19970	YALI1_D20257g	17	11	213	62	27	46
11126	YALI1_C31243g	9	37	48	0	1	1
25572	YALI1_B19844g	225	154	541	52	0	0
26025	YALI1_C01520g	23	49	133	76	4	15
32618	YALI1_A21120g	106	156	227	67	2	24
1451	YALI1_B11120g	88	136	470	95	0	6
38904	YALI1_C29538g	167	115	469	83	8	11
4908	YALI1_E04629g	124	265	200	194	26	73
37038	YALI1_B07915g	139	401	162	20	1	18
3725	YALI1_D09453g	120	201	266	876	31	178
11559	YALI1_D09068g	77	301	379	311	41	144
43088	YALI1_F25309g	105	220	169	163	7	70
19760	YALI1_F37255g	138	240	314	41	6	38
10440	YALI1_C12038g	110	82	200	164	4	12
40200	YALI1_D29703g	83	181	334	37	1	0
30288	YALI1_F02518g	80	98	216	64	6	30
9461	YALI1_B15440g	255	324	354	336	32	97
23868	Nontargeting	168	128	158	460	19	61
47471	YALI1_F36781g	41	152	88	21	0	4
19061	YALI1_F19218g	41	68	63	28	7	11
9851	YALI1_B25833g	138	56	186	54	23	32
2010	YALI1_B26271g	61	68	57	63	2	16
30237	YALI1_F00976g	177	253	443	80	3	19
20824	YALI1_E06664g	83	259	228	77	2	48
43108	YALI1_F25783g	196	230	354	602	13	88
32036	YALI1_A06473g	112	20	113	16	8	37
40391	YALI1_D35148g	61	166	280	136	9	65
21660	YALI1_E27610g	93	51	196	53	4	8
3663	YALI1_D08113g	107	153	243	57	0	51
24149	YALI1_A05821g	368	828	1174	12	0	2
17212	YALI1_E15274g	266	145	280	4	2	0
26506	YALI1_C15388g	105	199	192	302	35	144
10428	YALI1_C11819g	285	461	656	343	23	153
32510	YALI1_A18443g	90	321	427	144	5	60
3739	YALI1_D09897g	141	346	479	130	25	43
46802	YALI1_F19619g	235	134	436	110	8	36
28570	YALI1_E01163g	71	69	76	0	0	0
35337	YALI1_D08460g	14	31	19	0	1	6
22580	YALI1_F09788g	199	339	994	408	32	166
39108	YALI1_D00995g	10	141	209	8	0	13
30995	YALI1_F20182g	127	324	546	190	17	91
30084	YALI1_E38443g	165	156	143	162	25	34
37892	YALI1_C00503g	37	50	116	204	17	91
41358	YALI1_E23521g	100	173	107	61	4	40
43219	YALI1_F28765g	170	124	85	23	6	46
18839	YALI1_F14201g	13	18	49	37	5	2
2221	YALI1_C01491g	115	325	221	77	8	52
9678	YALI1_B21070g	99	287	506	1019	46	382
27269	YALI1_D02563g	208	428	788	566	26	172
14649	YALI1_C16378g	76	112	150	598	49	216
45455	YALI1_E27469g	215	312	249	28	0	28
18784	YALI1_F12917g	243	272	330	19	1	59
44462	YALI1_E02648g	247	305	626	27	14	28
26546	YALI1_C16305g	186	282	636	155	15	44
42643	YALI1_F14213g	181	399	733	74	4	16
39133	YALI1_D01676g	87	252	205	106	7	31
3497	YALI1_D03412g	158	376	384	166	2	38
45533	YALI1_E29115g	200	246	121	993	70	349
24208	YALI1_A07103g	38	72	142	159	14	62
34830	YALI1_C28817g	291	246	174	21	4	15
30717	YALI1_F13505g	108	160	101	86	15	63
19015	YALI1_F17930g	17	45	74	25	0	0
10420	YALI1_C11552g	118	188	429	515	39	185
4814	YALI1_E02305g	66	75	125	20	2	2
32146	YALI1_A09149g	73	94	288	56	1	32
35678	YALI1_D16843g	347	187	296	147	6	39
2234	YALI1_C01826g	24	172	239	55	7	39
14470	YALI1_C11694g	130	268	420	4	2	9
16944	YALI1_E08043g	146	209	758	203	18	89
4010	YALI1_D16471g	87	148	318	14	1	13
23772	YALI1_F39128g	123	114	489	0	1	2
5502	YALI1_E19852g	140	168	193	129	19	60
30853	YALI1_F16527g	94	48	94	541	11	68
16116	YALI1_D21986g	106	31	57	0	3	13
10501	YALI1_C13856g	169	213	226	1	2	1
28913	YALI1_E10067g	241	34	231	114	1	14
32316	YALI1_A13785g	6	253	244	73	9	38
599	YALI1_A12225g	79	212	337	97	15	82
10794	YALI1_C21401g	434	245	355	168	12	61
31871	YALI1_A02568g	57	258	252	547	44	191
34595	YALI1_C21353g	52	243	165	105	13	32
20364	YALI1_D30781g	89	6	142	1	1	2
4104	YALI1_D18845g	177	408	320	481	27	245
13746	YALI1_B21618g	119	89	143	0	0	4
24062	YALI1_A03624g	321	497	846	121	9	58
4711	YALI1_D35768g	118	68	181	64	6	16
3830	YALI1_D12028g	162	366	390	17	6	3
21774	YALI1_E30400g	41	24	18	0	1	0
35537	YALI1_D13160g	497	464	721	69	12	57
19824	YALI1_F38756g	298	435	588	429	44	218
43048	YALI1_F24343g	107	243	206	677	39	124
15560	YALI1_D08000g	88	241	286	90	3	35
21192	YALI1_E16556g	317	329	400	115	6	27
41210	YALI1_E19958g	203	304	191	839	63	336
38661	YALI1_C21891g	88	203	296	125	14	30
1511	YALI1_B12781g	113	56	190	134	7	60
41280	YALI1_E21555g	96	185	311	46	3	32
46378	YALI1_F09695g	139	314	665	120	15	44
10833	YALI1_C22937g	132	113	181	89	27	44
24388	YALI1_A11821g	263	264	934	45	3	28
37350	YALI1_B16446g	126	191	194	8	3	14
1192	YALI1_B04466g	178	369	310	289	17	146
40138	YALI1_D27808g	282	254	638	299	11	64
9548	YALI1_B17927g	106	184	218	23	5	40
43394	YALI1_F33123g	167	323	439	209	28	82
9611	YALI1_B19429g	155	295	337	196	14	59
36125	YALI1_A07376g	197	287	315	111	12	85
4671	YALI1_D34739g	55	19	55	32	1	0
6465	YALI1_F01946g	140	190	281	273	15	54
18362	YALI1_F01838g	64	303	550	637	75	242
27051	YALI1_C30665g	133	252	349	65	5	26
972	YALI1_A21409g	97	93	200	49	5	47
3059	YALI1_C25093g	58	175	596	60	7	22
7475	YALI1_F27758g	112	367	445	370	41	189
5014	YALI1_E07302g	195	290	401	63	14	68
28770	YALI1_E06028g	70	68	219	42	2	2
45179	YALI1_E20984g	92	140	229	166	10	51
9333	YALI1_B11878g	274	77	403	13	4	53
9738	YALI1_B22614g	248	565	262	88	3	12
34701	YALI1_C24730g	61	47	87	0	0	0
17499	YALI1_E22111g	47	11	25	19	1	2
43101	YALI1_F25649g	145	2	101	111	13	33
25282	YALI1_B11916g	70	131	221	122	8	78
36471	YALI1_A16303g	150	145	489	39	10	36
31727	YALI1_F38806g	44	27	189	23	4	14
44034	YALI1_D26956g	248	542	458	185	4	73
14532	YALI1_C13453g	243	176	155	96	4	28
33234	YALI1_B14686g	199	242	354	94	11	40
18741	YALI1_F11878g	596	366	641	343	20	139
11862	YALI1_D16431g	137	261	276	389	23	244
4178	YALI1_D21044g	207	301	281	290	26	116
9524	YALI1_B17132g	78	208	142	2	1	5
4666	YALI1_D34610g	22	178	219	136	16	12
7299	YALI1_F23201g	77	66	21	20	0	8
4514	YALI1_D30230g	242	547	930	778	52	395
41564	YALI1_E28130g	36	88	208	4	0	0
11394	YALI1_D04680g	146	143	195	45	3	7
11964	Nontargeting	129	78	125	453	33	128
24916	YALI1_B02162g	272	223	191	538	30	199
39010	YALI1_C32223g	144	181	136	145	17	46
44095	YALI1_D28726g	120	338	180	10	2	14
10291	YALI1_C07481g	217	197	369	738	82	422
39503	YALI1_D11343g	294	48	116	151	7	34
19158	YALI1_F21974g	61	112	169	11	0	0
32188	YALI1_A10254g	56	234	303	0	0	0
12833	YALI1_A20408g	157	244	322	82	21	30
10601	YALI1_C16352g	62	49	216	211	22	68
41016	YALI1_E15321g	184	213	642	471	18	122
27711	YALI1_D13976g	65	49	58	0	0	0
17693	YALI1_E26790g	304	429	800	130	13	31
4221	YALI1_D22124g	246	126	188	60	8	27
31314	YALI1_F28611g	42	67	170	145	12	110
6083	YALI1_E33843g	126	243	302	295	17	113
23168	YALI1_F24228g	120	332	184	4	0	6
5302	YALI1_E15074g	191	350	207	43	14	13
4015	YALI1_D16672g	354	806	2130	1562	126	796
42024	YALI1_E39395g	203	480	149	60	12	35
16361	YALI1_D28518g	84	27	0	0	0	0
814	YALI1_A17419g	197	54	432	58	3	51
32347	YALI1_A14458g	353	646	780	30	17	32
30512	YALI1_F08705g	116	10	0	0	0	3
563	YALI1_A11231g	120	233	223	42	5	16
8297	YALI1_A07937g	51	106	440	479	18	103
4175	YALI1_D21022g	230	474	567	252	50	131
11578	YALI1_D09420g	148	198	341	0	1	1
7257	YALI1_F21974g	145	401	325	70	8	45
31894	YALI1_A03170g	132	168	56	296	2	28
40536	YALI1_E02678g	239	263	414	930	57	371
37794	YALI1_B28430g	159	303	499	212	23	48
25267	YALI1_B11577g	126	152	222	21	4	17
9633	YALI1_B20052g	180	180	349	61	5	17
10588	YALI1_C16108g	278	227	300	296	14	87
477	YALI1_A08856g	30	51	172	20	2	17
31186	YALI1_F25289g	137	181	226	37	1	49
34033	YALI1_C05908g	280	140	356	268	11	103
2561	YALI1_C11365g	143	128	156	233	22	142
35057	YALI1_D00909g	125	253	398	424	60	221
4007	YALI1_D16370g	114	102	373	95	3	42
2834	YALI1_C18478g	252	106	541	106	5	5
42695	YALI1_F15387g	127	207	320	116	26	125
31364	YALI1_F29937g	62	105	167	1	0	0
45935	YALI1_E39083g	26	0	0	0	0	0
41907	YALI1_E36641g	105	216	196	109	31	48
27317	YALI1_D03952g	134	67	128	0	0	0
14563	YALI1_C14228g	122	104	208	18	6	24
16529	YALI1_D33653g	93	10	2	4	0	0
40355	YALI1_D34149g	150	410	264	62	5	27
31931	YALI1_A03937g	105	246	532	206	4	18
18329	YALI1_F00654g	43	21	34	6	4	12
10861	YALI1_C23723g	129	199	97	71	3	33
38681	YALI1_C22922g	184	161	171	3	0	0
44652	YALI1_E07471g	170	154	241	313	6	95
29300	YALI1_E19783g	117	84	150	149	12	51
21136	YALI1_E15211g	77	121	275	0	1	0
23255	YALI1_F26313g	79	153	377	175	31	86
41520	YALI1_E27273g	79	225	286	264	22	116
22954	YALI1_F18239g	155	257	385	767	39	228
27159	YALI1_C33444g	213	230	313	698	83	252
1628	YALI1_B15928g	112	217	144	170	13	62
30569	YALI1_F10184g	418	420	789	151	16	26
32390	YALI1_A15515g	238	187	139	181	17	101
7068	YALI1_F16856g	111	211	526	79	21	48
19022	YALI1_F18105g	200	130	543	159	7	23
36120	YALI1_A07318g	282	343	595	227	9	39
47133	YALI1_F28393g	217	146	124	158	9	20
46055	YALI1_F00504g	171	254	99	129	10	46
46948	YALI1_F23616g	157	191	368	84	5	64
32457	YALI1_A17085g	24	95	95	12	7	39
16266	YALI1_D26006g	375	549	642	208	32	71
1689	YALI1_B17805g	98	244	281	1	0	8
12739	YALI1_A18036g	127	152	313	1	0	0
44871	YALI1_E13683g	35	115	66	201	2	12
33784	YALI1_B29507g	131	186	261	598	35	160
16090	YALI1_D21373g	97	88	173	0	0	0
265	YALI1_A03763g	136	200	337	0	0	0
5510	YALI1_E20049g	186	269	618	230	22	97
8124	YALI1_A03842g	117	109	191	80	0	23
43251	YALI1_F29670g	54	21	28	71	8	15
46610	YALI1_F15186g	57	392	195	0	1	0
25319	YALI1_B12993g	52	23	125	28	11	14
34901	YALI1_C30541g	71	107	311	159	12	72
